date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:46:47	59921/59921	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:50:21%20GMT	https://haliyikatma.com/taksim.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/taksim.html	(from https://haliyikatma.com/)
17:46:47	60179/60179	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:22%20GMT	https://haliyikatma.com/altinsehir.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/altinsehir.html	(from https://haliyikatma.com/)
17:46:47	59988/59988	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:59%20GMT	https://haliyikatma.com/istinye.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/istinye.html	(from https://haliyikatma.com/)
17:46:47	55587/55587	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:50:11%20GMT	https://haliyikatma.com/kilyos.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kilyos.html	(from https://haliyikatma.com/)
17:46:48	59868/59868	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:40%20GMT	https://haliyikatma.com/buyukcavuslu.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/buyukcavuslu.html	(from https://haliyikatma.com/)
17:46:48	59561/59561	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:50:08%20GMT	https://haliyikatma.com/kavakli.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kavakli.html	(from https://haliyikatma.com/)
17:46:48	59583/59583	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:35%20GMT	https://haliyikatma.com/beykent.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/beykent.html	(from https://haliyikatma.com/)
17:46:48	59658/59658	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:54%20GMT	https://haliyikatma.com/gungoren.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/gungoren.html	(from https://haliyikatma.com/)
17:46:48	59629/59629	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:50:05%20GMT	https://haliyikatma.com/kamiloba.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kamiloba.html	(from https://haliyikatma.com/)
17:46:49	59448/59448	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:50:24%20GMT	https://haliyikatma.com/ulus.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/ulus.html	(from https://haliyikatma.com/)
17:46:49	59718/59718	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:50:12%20GMT	https://haliyikatma.com/kustepe.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kustepe.html	(from https://haliyikatma.com/)
17:46:49	59613/59613	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:52%20GMT	https://haliyikatma.com/gokturk.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/gokturk.html	(from https://haliyikatma.com/)
17:46:49	59702/59702	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:50:03%20GMT	https://haliyikatma.com/kagithane.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kagithane.html	(from https://haliyikatma.com/)
17:46:50	59463/59463	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:47%20GMT	https://haliyikatma.com/eyup.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/eyup.html	(from https://haliyikatma.com/)
17:46:50	59733/59733	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:30%20GMT	https://haliyikatma.com/bayrampasa.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/bayrampasa.html	(from https://haliyikatma.com/)
17:46:50	59749/59749	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:27%20GMT	https://haliyikatma.com/bahcesehir.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/bahcesehir.html	(from https://haliyikatma.com/)
17:46:50	59538/59538	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:49%20GMT	https://haliyikatma.com/florya.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/florya.html	(from https://haliyikatma.com/)
17:46:50	59748/59748	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:50:29%20GMT	https://haliyikatma.com/yesilpinar.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/yesilpinar.html	(from https://haliyikatma.com/)
17:46:51	59598/59598	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:37%20GMT	https://haliyikatma.com/beyoglu.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/beyoglu.html	(from https://haliyikatma.com/)
17:46:51	59583/59583	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:24%20GMT	https://haliyikatma.com/atakent.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/atakent.html	(from https://haliyikatma.com/)
17:46:51	59691/59691	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:42%20GMT	https://haliyikatma.com/dikilitas.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/dikilitas.html	(from https://haliyikatma.com/)
17:46:51	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:52%20GMT	https://haliyikatma.com/canta.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/canta.html	(from https://haliyikatma.com/)
17:46:52	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:52%20GMT	https://haliyikatma.com/silivri-ortakoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/silivri-ortakoy.html	(from https://haliyikatma.com/)
17:46:52	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:52%20GMT	https://haliyikatma.com/arnavutkoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/arnavutkoy.html	(from https://haliyikatma.com/)
17:46:52	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:52%20GMT	https://haliyikatma.com/merter.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/merter.html	(from https://haliyikatma.com/)
17:46:52	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:52%20GMT	https://haliyikatma.com/kumburgaz.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kumburgaz.html	(from https://haliyikatma.com/)
17:46:52	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:53%20GMT	https://haliyikatma.com/maslak.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/maslak.html	(from https://haliyikatma.com/)
17:46:53	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:53%20GMT	https://haliyikatma.com/kanarya.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kanarya.html	(from https://haliyikatma.com/)
17:46:53	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:53%20GMT	https://haliyikatma.com/esenler.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/esenler.html	(from https://haliyikatma.com/)
17:46:53	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:53%20GMT	https://haliyikatma.com/bagcilar.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/bagcilar.html	(from https://haliyikatma.com/)
17:46:53	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:54%20GMT	https://haliyikatma.com/bahcelievler.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/bahcelievler.html	(from https://haliyikatma.com/)
17:46:54	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:54%20GMT	https://haliyikatma.com/avcilar.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/avcilar.html	(from https://haliyikatma.com/)
17:46:54	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:54%20GMT	https://haliyikatma.com/ispartakule.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/ispartakule.html	(from https://haliyikatma.com/)
17:46:54	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:54%20GMT	https://haliyikatma.com/yesilkoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/yesilkoy.html	(from https://haliyikatma.com/)
17:46:54	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:55%20GMT	https://haliyikatma.com/balat.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/balat.html	(from https://haliyikatma.com/)
17:46:54	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:55%20GMT	https://haliyikatma.com/capa.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/capa.html	(from https://haliyikatma.com/)
17:46:55	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:55%20GMT	https://haliyikatma.com/sirinevler.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/sirinevler.html	(from https://haliyikatma.com/)
17:46:55	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:55%20GMT	https://haliyikatma.com/cobancesme.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/cobancesme.html	(from https://haliyikatma.com/)
17:46:55	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:55%20GMT	https://haliyikatma.com/degirmenkoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/degirmenkoy.html	(from https://haliyikatma.com/)
17:46:55	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:56%20GMT	https://haliyikatma.com/selimpasa.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/selimpasa.html	(from https://haliyikatma.com/)
17:46:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:56%20GMT	https://haliyikatma.com/tarabya.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/tarabya.html	(from https://haliyikatma.com/)
17:46:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:56%20GMT	https://haliyikatma.com/tekirdag.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/tekirdag.html	(from https://haliyikatma.com/)
17:46:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:56%20GMT	https://haliyikatma.com/hadimkoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/hadimkoy.html	(from https://haliyikatma.com/)
17:46:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:57%20GMT	https://haliyikatma.com/esenkent.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/esenkent.html	(from https://haliyikatma.com/)
17:46:56	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:57%20GMT	https://haliyikatma.com/yakuplu.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/yakuplu.html	(from https://haliyikatma.com/)
17:46:57	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:57%20GMT	https://haliyikatma.com/fatih.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/fatih.html	(from https://haliyikatma.com/)
17:46:57	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:57%20GMT	https://haliyikatma.com/zeytinburnu.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/zeytinburnu.html	(from https://haliyikatma.com/)
17:46:57	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:57%20GMT	https://haliyikatma.com/bakirkoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/bakirkoy.html	(from https://haliyikatma.com/)
17:46:57	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:58%20GMT	https://haliyikatma.com/beylikduzu.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/beylikduzu.html	(from https://haliyikatma.com/)
17:46:58	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:58%20GMT	https://haliyikatma.com/basaksehir.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/basaksehir.html	(from https://haliyikatma.com/)
17:46:58	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:58%20GMT	https://haliyikatma.com/atakoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/atakoy.html	(from https://haliyikatma.com/)
17:46:58	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:58%20GMT	https://haliyikatma.com/yesilyurt.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/yesilyurt.html	(from https://haliyikatma.com/)
17:46:58	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:59%20GMT	https://haliyikatma.com/caglayan.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/caglayan.html	(from https://haliyikatma.com/)
17:46:59	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:59%20GMT	https://haliyikatma.com/yenibosna.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/yenibosna.html	(from https://haliyikatma.com/)
17:46:59	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:59%20GMT	https://haliyikatma.com/silivri.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/silivri.html	(from https://haliyikatma.com/)
17:46:59	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:59%20GMT	https://haliyikatma.com/gumusyaka.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/gumusyaka.html	(from https://haliyikatma.com/)
17:46:59	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:46:59%20GMT	https://haliyikatma.com/corlu.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/corlu.html	(from https://haliyikatma.com/)
17:46:59	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:00%20GMT	https://haliyikatma.com/cerkezkoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/cerkezkoy.html	(from https://haliyikatma.com/)
17:47:00	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:00%20GMT	https://haliyikatma.com/etiler.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/etiler.html	(from https://haliyikatma.com/)
17:47:00	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:00%20GMT	https://haliyikatma.com/kucukcekmece.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kucukcekmece.html	(from https://haliyikatma.com/)
17:47:00	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:00%20GMT	https://haliyikatma.com/uskumrukoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/uskumrukoy.html	(from https://haliyikatma.com/)
17:47:00	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:01%20GMT	https://haliyikatma.com/kemerburgaz.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/kemerburgaz.html	(from https://haliyikatma.com/)
17:47:01	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:01%20GMT	https://haliyikatma.com/alibeykoy.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/alibeykoy.html	(from https://haliyikatma.com/)
17:47:01	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:01%20GMT	https://haliyikatma.com/ikitelli.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/ikitelli.html	(from https://haliyikatma.com/)
17:47:01	38151/38151	---M-Z	200	added ('OK')	text/html	date:Tue,%2024%20Jun%202025%2012:49:57%20GMT	https://haliyikatma.com/iletisim.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/iletisim.html	(from https://haliyikatma.com/)
17:47:01	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:01%20GMT	https://haliyikatma.com/gayrettepe.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/gayrettepe.html	(from https://haliyikatma.com/)
17:47:02	155993/155993	---M--	200	added ('OK')	image/jpeg	date:Fri,%2030%20May%202025%2013:43:49%20GMT	https://haliyikatma.com/assets/img/bg/hero-bg-3.jpg	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/bg/hero-bg-3.jpg	(from https://haliyikatma.com/)
17:47:02	1388/1388	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Feb%202025%2005:40:14%20GMT	https://haliyikatma.com/assets/img/icon/satisfaction-icon.svg	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/icon/satisfaction-icon.svg	(from https://haliyikatma.com/)
17:47:02	1952/1952	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Feb%202025%2004:48:34%20GMT	https://haliyikatma.com/assets/img/shapes/clean1.png	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/shapes/clean1.png	(from https://haliyikatma.com/)
17:47:02	6029/6029	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Feb%202025%2004:47:02%20GMT	https://haliyikatma.com/assets/img/shapes/circle-1.png	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/shapes/circle-1.png	(from https://haliyikatma.com/)
17:47:02	46631/46631	---M--	200	added ('OK')	image/png	date:Sun,%2016%20Mar%202025%2011:52:30%20GMT	https://haliyikatma.com/assets/img/shapes/hero-sheap3.png	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/shapes/hero-sheap3.png	(from https://haliyikatma.com/)
17:47:03	228596/228596	---M--	200	added ('OK')	image/png	date:Thu,%2020%20Mar%202025%2015:21:38%20GMT	https://haliyikatma.com/assets/img/shapes/hero-shep4.png	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/shapes/hero-shep4.png	(from https://haliyikatma.com/)
17:47:03	10473/10473	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2017%20Mar%202025%2010:47:34%20GMT	https://haliyikatma.com/assets/img/icon/service-icon-3-1.svg	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/icon/service-icon-3-1.svg	(from https://haliyikatma.com/)
17:47:03	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:04%20GMT	https://haliyikatma.com/service.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/service.html	(from https://haliyikatma.com/)
17:47:04	8669/8669	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Mar%202025%2012:29:24%20GMT	https://haliyikatma.com/assets/img/shapes/service-shape-4.png	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/shapes/service-shape-4.png	(from https://haliyikatma.com/)
17:47:04	10020/10020	---M--	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jun%202025%2003:29:23%20GMT	https://haliyikatma.com/assets/img/bg/service-bg2.jpg	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/bg/service-bg2.jpg	(from https://haliyikatma.com/)
17:47:04	1093/1093	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Mar%202025%2005:40:54%20GMT	https://haliyikatma.com/assets/img/icon/service-icon-3-2.svg	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/icon/service-icon-3-2.svg	(from https://haliyikatma.com/)
17:47:04	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Mar%202025%2005:41:08%20GMT	https://haliyikatma.com/assets/img/icon/service-icon-3-3.svg	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/icon/service-icon-3-3.svg	(from https://haliyikatma.com/)
17:47:04	2256/2256	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2018%20Mar%202025%2005:41:30%20GMT	https://haliyikatma.com/assets/img/icon/service-icon-3-4.svg	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/icon/service-icon-3-4.svg	(from https://haliyikatma.com/)
17:47:05	5355/5355	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2027%20Feb%202025%2011:27:16%20GMT	https://haliyikatma.com/assets/img/icon/about-icon1.svg	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/assets/img/icon/about-icon1.svg	(from https://haliyikatma.com/)
17:47:05	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Jun%202025%2014:47:05%20GMT	https://haliyikatma.com/about.html	C:/My%20Web%20Sites/haliyikatma/haliyikatma.com/about.html	(from https://haliyikatma.com/)
